Topic ID,Topic Probability,Topic Words
3,0.5180328,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
0,0.7962626,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
3,0.9942388,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
4,0.49260175,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
2,0.57436407,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
0,0.94994736,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
4,0.44353753,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
5,0.4001534,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
4,0.99840194,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.99776006,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
2,0.46601018,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
4,0.67639685,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.30884367,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
2,0.5066559,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
0,0.9150204,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.9428096,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
3,0.7091481,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
7,0.5267471,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
0,0.42053708,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
3,0.699723,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
0,0.99824846,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
4,0.94127107,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.96063644,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
3,0.69632465,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
7,0.39931026,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
5,0.8133257,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
1,0.41883427,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
0,0.8412066,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.99524224,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.99304855,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
4,0.99811506,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
1,0.9542647,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
7,0.37490395,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
4,0.99646646,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
2,0.42015556,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
4,0.82623065,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
1,0.42457837,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
0,0.8596036,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
3,0.81456405,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
0,0.43203437,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
3,0.32578713,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
4,0.66943467,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
7,0.8091466,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
1,0.5760935,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.7728758,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
6,0.43188405,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
1,0.75656724,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
7,0.95837885,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
1,0.42436695,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.84317183,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.77960294,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.4659182,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.6660644,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
7,0.9659118,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
1,0.7883439,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
7,0.57916206,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
2,0.43008468,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
0,0.5873749,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.85016185,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
7,0.5493322,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
1,0.43638813,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
6,0.6990994,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
4,0.3680424,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.40496185,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
1,0.46101266,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
3,0.8021873,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
2,0.49335653,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
4,0.9985683,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.74883395,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
0,0.9330171,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
4,0.7464724,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
7,0.9891719,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
1,0.7161466,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
4,0.61767584,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
1,0.86170304,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.49352884,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
0,0.52364,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.63230425,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.6624809,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
2,0.47364634,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
1,0.6075509,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
0,0.42375666,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
4,0.96264654,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.9426332,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.83584625,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
7,0.9977487,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
4,0.93293434,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
7,0.9989868,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
7,0.99795717,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
4,0.531801,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.7248996,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
7,0.99659157,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
4,0.5096989,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
7,0.7593034,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
4,0.49546283,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.63781476,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
5,0.9767911,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
7,0.99730444,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
4,0.54767597,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
3,0.87654823,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
3,0.6178966,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
3,0.5469795,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
3,0.60055774,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
3,0.37252486,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
4,0.44218034,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
